longitude,latitude,Plant_Code,Plant_Name,Utility_Name,City,County,StateName,PrimSource,Install_MW,Total_MW
-113.3583,37.1854,52039,Quail Creek Hydro Plant #1,Washington Cnty Wtr Consv Dist,Hurricane,Washington,Utah,hydroelectric,2.3,2.3
-86.803833,36.145896,52048,Vanderbilt University Power Plant,Vanderbilt University,Nashville,Davidson,Tennessee,natural gas,18.7,17.6
-81.8344,34.9953,52049,Clifton Dam 3 Power Station,Converse Energy Inc,Converse,Spartanburg,South Carolina,hydroelectric,1.2,1.2
-94.108817,44.092689,52054,Rapidan Hydro Facility,"Rapidan Hydroelectric, LLC",Mankato,Blue Earth,Minnesota,hydroelectric,6.8,6.4
-73.5892,40.7264,52056,Nassau Energy Corp,Nassau Energy Corp,Garden City,Nassau,New York,natural gas,55,50
-74.983391,43.033577,52057,Herkimer,ECOsponsible LLC,Herkimer,Herkimer,New York,hydroelectric,1.6,0.4
-75.487049,44.704089,52058,Ogdensburg,Ampersand Mount Ida Hydro LLC,Ogdensburg,St Lawrence,New York,hydroelectric,3.5,1
-72.6733,41.7631,52061,Hartford Hospital Cogeneration,Hartford Steam Co,Hartford,Hartford,Connecticut,natural gas,11.8,10
-122.1139,38.0314,52063,Martinez Sulfuric Acid Regeneration Plt,Eco Services Corp.,Martinez,Contra Costa,California,other,4,4
-118.2347,33.8431,52064,Dominguez Plant,Eco Services Corp.,Long Beach,Los Angeles,California,other,5,3.5
-95.270562,29.71977,52065,Houston Plant,Eco Services Corp.,Houston,Harris,Texas,other,7.5,7
-74.180986,40.915319,52068,Great Falls Hydro Project,"Eagle Creek Renewable Energy, LLC",Paterson,Passaic,New Jersey,hydroelectric,12.3,9.9
-80.542767,37.180441,52072,Radford Army Ammunition Plant,U S Army-Radford,Radford,Montgomery,Virginia,natural gas,18,16.8
-118.4439,34.0692,52073,UCLA So Campus Cogen Project,University of California-LA,Los Angeles,Los Angeles,California,natural gas,43,36
-119.6597,35.3161,52076,McKittrick Cogen,Chevron USA Inc,McKittrick,Kern,California,natural gas,12,9.6
-119.766944,35.666111,52077,Lost Hills Cogeneration Plant,AERA Energy LLC,Lost Hills,Kern,California,natural gas,10.5,8.1
-119.5986,35.2761,52078,North Midway Cogen,Chevron USA Inc,McKittrick,Kern,California,natural gas,10.5,9
-119.6592,35.3639,52081,Cymric 31X Cogen,Chevron USA Inc,McKittrick,Kern,California,natural gas,6.8,5.4
-119.643431,35.346102,52082,Cymric 6Z Cogen,Chevron USA Inc,McKittrick,Kern,California,natural gas,6.8,5.4
-120.3828,36.2097,52083,Coalinga 6C Cogen,Chevron USA Inc,Coalinga,Fresno,California,natural gas,6.8,5.4
-119.4706,35.1133,52085,Taft 26C Cogen,Chevron USA Inc,Taft,Kern,California,natural gas,12.4,10.8
-120.3972,36.1556,52086,Coalinga 25D Cogen,Chevron USA Inc,Coalinga,Fresno,California,natural gas,13.6,10.8
-76.3083,36.775,52087,Elizabeth River Power Station,Virginia Electric & Power Co,Chesapeake,Chesapeake City,Virginia,natural gas,388.8,348
-94.943829,29.378697,52088,Texas City Power Plant,Texas City Cogeneration LLC,Texas City,Galveston,Texas,natural gas,450,451
-80.765,37.3439,52089,Celanese Acetate LLC,Celanese Acetate LLC,Narrows,Giles,Virginia,natural gas,27.2,27.2
-73.9787,40.6679,52091,New York Methodist Hospital,New York Methodist Hospital,Brooklyn,Kings,New York,other,4.4,4.4
-118.494882,34.38407,52096,Berry Placerita Cogen,Berry Petroleum Co,Santa Clarita,Los Angeles,California,natural gas,42.8,40
-117.9556,33.6433,52099,Plant No 2 Orange County,Orange County Sanitation Dist,Huntington Beach,Orange,California,other,16,14.4
-119.6756,35.3633,52104,Cymric 36W Cogen,Chevron USA Inc,McKittrick,Kern,California,natural gas,12.4,10.8
-118.9617,35.4406,52107,Kern River Eastridge Cogen,Chevron USA Inc,Bakersfield,Kern,California,natural gas,48.8,41.6
-122.3909,37.9418,52109,Richmond Cogen,Chevron Products Company-Richmond,Richmond,Contra Costa,California,natural gas,173.5,148.3
-95.407481,28.991289,52120,Freeport Energy,Olin Blue Cube Operations,Freeport,Brazoria,Texas,natural gas,678.1,517.2
-102.756945,33.009944,52122,Wasson CO2 Removal Plant,Occidental Permian Ltd,Denver City,Yoakum,Texas,natural gas,23.4,19
-108.8428,44.9806,52127,Elk Basin Gasoline Plant,Vanguard Natural Resources LLC,Powell,Park,Wyoming,other,2,1.6
-87.4803,41.6703,52130,Whiting Refinery,BP PLC,Whiting,Lake,Indiana,other,83.8,88.6
-94.92195,29.378164,52132,Power Station 4,South Houston Green Power LLC,Texas City,Galveston,Texas,natural gas,191.1,172
-100.8808,46.8492,52133,Tesoro Mandan Cogeneration Plant,PAR Petroleum,Mandan,Morton,North Dakota,other,7.5,8.4
-86.4718,32.4187,52140,International Paper Prattville Mill,International Paper Co,Prattville,Autauga,Alabama,other,89.8,85
-118.2572,35.0506,52142,Mojave 3/4/5,Terra-Gen Operating Co-Wind,Mojave,Kern,California,wind,75,67
-117.1436,32.6947,52147,C P Kelco San Diego Plant,CPKelco U S Inc,San Diego,San Diego,California,natural gas,29.2,27.8
-78.6528,38.3836,52148,Elkton,Merck & Co Inc,Elkton,Rockingham,Virginia,natural gas,9.9,8.5
-75.301645,40.220453,52149,West Point (PA),Merck & Co Inc-West Point,West Point,Montgomery,Pennsylvania,natural gas,89.5,80.4
-80.6397,33.8872,52151,International Paper Eastover Facility,International Paper Co-Eastover,Eastover,Richland,South Carolina,other,109.6,103
-76.9128,36.6803,52152,International Paper Franklin Mill,International Paper,Franklin,Isle of Wight,Virginia,natural gas,82.5,74.1
-122.685441,44.597518,52155,Lacomb Irrigation District,Lacomb Irrigation Dist,Lebanon,Linn,Oregon,hydroelectric,1,1
-122.881,38.8339,52158,Aidlin Geothermal Power Plant,Geysers Power Co LLC,Middletown,Sonoma,California,geothermal,25,18
-118.3372,35.1011,52162,85 A,Wind Wall 1 LLC,Tehachapi,Kern,California,wind,14.1,14.1
-118.3372,35.1011,52163,85 B,Wind Wall 1 LLC,Tehachapi,Kern,California,wind,21.2,21.2
-72.4227,42.1569,52166,Collins Facility,Dichotomy Collins Hydro LLC,Wilbraham,Hampden,Massachusetts,hydroelectric,1.2,1.6
-73.824437,40.869972,52168,Riverbay,Riverbay Corp,New York,Bronx,New York,natural gas,43.5,39.9
-119.6294,35.2269,52169,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,Fellows,Kern,California,natural gas,234,219
-70.229294,44.08687,52171,Upper Barker,KEI (Maine) Power Management (III) LLC,Auburn,Androscoggin,Maine,hydroelectric,1,1
-79.365703,40.46439,52173,Conemaugh Hydro Plant,Pennsylvania Renewable Resources,Saltsburg,Westmoreland,Pennsylvania,hydroelectric,15,4
-118.8383,39.557,52174,Soda Lake Geothermal No I II,Cyrq Energy Corp,Fallon,Churchill,Nevada,geothermal,10.5,3.9
-93.3234,30.1826,52175,CITGO Refinery Powerhouse,CITGO Petroleum Corp,Sulphur,Calcasieu,Louisiana,other,75,31.5
-101.422386,32.273178,52176,C R Wing Cogen Plant,"BHER Power Resources, Inc",Big Spring,Howard,Texas,natural gas,230,212
-151.3815,60.677,52184,Tesoro Kenai Cogeneration Plant,Tesoro Alaska Company LLC,Kenai,Kenai Peninsula,Alaska,natural gas,8.6,8.4
-121.639846,39.13667,52186,Yuba City Cogen Partners,"Wellhead Services, Inc",Yuba City,Sutter,California,natural gas,49.9,49.9
-122.350246,44.396815,52187,Falls Creek,"Eagle Creek Renewable Energy, LLC",Cascadia,Linn,Oregon,hydroelectric,4.1,3.9
-75.6343,39.5871,52193,Delaware City Plant,Delaware City Refining Company LLC,Delaware City,New Castle,Delaware,natural gas,324,265
-82.8443,32.5036,54004,"WestRock Southeast, LLC.","WestRock Southeast, LLC",Dublin,Laurens,Georgia,other,82.1,84
-111.407656,46.12061,54006,Broadwater Power Project,Montana Dept-Natural Res&Consv,Toston,Broadwater,Montana,hydroelectric,9.7,9.7
-117.906129,34.033206,54015,MM West Covina,MM West Covina Energy LLC,West Covina,Los Angeles,California,other,6.8,5.4
-117.855714,34.204311,54017,San Gabriel Hydro Project,Los Angeles County-San Gabriel,Azusa,Los Angeles,California,hydroelectric,5,4.8
-73.749955,42.625325,54034,Rensselaer Cogen,Rensselaer Generating LLC,Rensselaer,Rensselaer,New York,natural gas,88.2,80.4
-115.2637,32.7757,54038,Geo East Mesa II,Ormat Nevada Inc,Holtville,Imperial,California,geothermal,21.6,14.4
-78.744971,43.161947,54041,Lockport Energy Associates LP,Lockport Energy Associates LP,Lockport,Niagara,New York,natural gas,221.3,204.8
-87.6524,41.8675,54044,University of Illinois Cogen Facility,University of Illinois,Chicago,Cook,Illinois,natural gas,59.9,55.7
-83.212903,42.166106,54057,Riverview Energy Systems,Riverview Energy Systems,Riverview,Wayne,Michigan,other,6.6,5.6
-78.45425,42.085944,54076,Indeck Olean Energy Center,Indeck-Olean Ltd Partnership,Olean,Cattaraugus,New York,natural gas,90.6,78.7
-77.4308,37.4556,54081,Spruance Operating Services LLC,Veolia Energy Operating Service,Richmond,Richmond City,Virginia,natural gas,114.8,55
-70.239474,44.506273,54085,Androscoggin Mill,Pixelle Androscoggin LLC,Jay,Franklin,Maine,other,80,80
-79.302573,33.360185,54087,International Paper Georgetown Mill,International Paper Co-GT Mill,Georgetown,Georgetown,South Carolina,other,95.6,90.4
-93.5562,32.1575,54091,Mansfield Mill,IPC-Mansfield Mill,Mansfield,DeSoto,Louisiana,other,172,117.3
-86.870912,32.426016,54096,International Paper Riverdale Mill,International Paper Co-Riverdl,Selma,Dallas,Alabama,natural gas,104.2,104.2
-94.0696,33.2553,54097,International Paper Texarkana Mill,Graphic Packaging International - Texarkana,Queen City,Cass,Texas,other,65,65
-88.2534,44.2826,54098,Kaukauna Paper Mill,Thilmany LLC,Kaukauna,Outagamie,Wisconsin,other,44.6,44.6
-73.396998,43.891437,54099,Ticonderoga Mill,IPC-Ticonderoga,Ticonderoga,Essex,New York,natural gas,42.1,41
-90.7742,32.5292,54100,International Paper Vicksburg Mill,International Paper Co-Vicksbg,Vicksburg,Warren,Mississippi,other,50.5,38.5
-85.0951,31.166,54101,Georgia-Pacific Cedar Springs,Georgia-Pacific Cedar Springs LLC,Cedar Springs,Early,Georgia,other,101.2,90
-89.8672,44.3364,54103,Port Edwards Mill,Domtar Industries Inc,Port Edwards,Wood,Wisconsin,hydroelectric,6.7,6.6
-94.1083,33.6417,54104,Ashdown,Domtar Industries Inc,Ashdown,Little River,Arkansas,other,156.5,128
-115.5356,32.7144,54111,Second Imperial Geothermal,"ORCAL Geothermal, Inc",Heber,Imperial,California,geothermal,80,64.8
-73.7778,40.6417,54114,Kennedy International Airport Cogen,KIAC Partners,Jamaica,Queens,New York,natural gas,121.2,123
-70.390673,44.111236,54123,Mechanic Falls,KEI (Maine) Power Management (IV) LLC,Mechanic Falls,Androscoggin,Maine,hydroelectric,1.4,1.4
-69.411992,44.721371,54124,Pittsfield Hydro,KEI (Maine) Power Management (II) LLC,Burnham,Somerset,Maine,hydroelectric,1.1,1.1
-78.8539,43.0483,54131,Fortistar North Tonawanda,North American Energy Services,North Tonawanda,Niagara,New York,natural gas,65.7,59.1
-68.704368,45.647179,54134,Great Lakes Hydro America - ME,Great Lakes Hydro America LLC,Millinocket,Penobscot,Maine,hydroelectric,158,153.1
-104.9138,39.6419,54142,Hillcrest Pump Station,Denver City & County of,Denver,Denver,Colorado,hydroelectric,2,2
-69.619162,44.563031,54148,Hydro Kennebec Project,Hydro Kennebec LLC,Winslow,Kennebec,Maine,hydroelectric,15.4,15.4
-73.129056,40.916833,54149,Stony Brook Cogen Plant,Nissequoque Cogen Partners,Stony Brook,Suffolk,New York,natural gas,47,44.5
-93.6394,42.0275,54201,Iowa State University,Iowa State University,Ames,Story,Iowa,natural gas,46,46.2
-70.212368,44.087963,54202,Upper Androscoggin,Lewiston City of,Lewiston,Androscoggin,Maine,hydroelectric,1.6,1.7
-90.1797,32.3133,54203,Mississippi Baptist Medical Center,Mississippi Baptist Medical,Jackson,Hinds,Mississippi,natural gas,4.2,4
-80.8176,41.2119,54207,ArcelorMittal Warren,Cleveland ? Cliffs Warren,Warren,Trumbull,Ohio,other,20.5,19.1
-97.06311,47.437562,54210,American Crystal Sugar Hillsboro,American Crystal Sugar Co,Hillsboro,Traill,North Dakota,coal,13.3,13.3
-96.76112,46.9026,54211,American Crystal Sugar Moorhead,American Crystal Sugar Co,Moorhead,Clay,Minnesota,coal,5,5
-96.633375,47.76468,54212,American Crystal Sugar Crookston,American Crystal Sugar Co,Crookston,Polk,Minnesota,coal,6.5,6.5
-97.17608,48.593158,54213,American Crystal Sugar Drayton,American Crystal Sugar Co,Drayton,Pembina,North Dakota,coal,6,6
-97.007153,47.927202,54214,American Crystal Sugar East Grand Forks,American Crystal Sugar Co,East Grand Forks,Polk,Minnesota,coal,7.5,7.5
-86.356825,33.328107,54216,U S Alliance Coosa Pines,Bowater Newport Coosa Pines Op,Coosa Pines,Talladega,Alabama,other,25.9,24.9
-92.465599,44.020576,54224,Franklin Heating Station,Franklin Heating Station,Rochester,Olmsted,Minnesota,natural gas,27.8,22.9
-71.0559,42.3436,54225,Gillette SBMC,The Gillette Company,Boston,Suffolk,Massachusetts,natural gas,14.2,14.2
-72.3875,42.5983,54228,Erving Paper Mills,Erving Paper Mills Inc,Erving,Franklin,Massachusetts,natural gas,6.2,6.1
-72.0786,41.3315,54236,Pfizer Groton Plant,Pfizer Inc,Groton,New London,Connecticut,natural gas,37.5,32
-121.330433,37.943633,54238,Stockton Biomass,DTE Stockton LLC,Stockton,San Joaquin,California,other,54,45
-81.5333,30.7917,54239,Naval Submarine Base Kings Bay,Kings Bay Naval Base,Kings Bay,Camden,Georgia,other,30,30
-92.6497,32.5256,54240,Louisiana Tech University Power Plant,Louisiana Tech University,Ruston,Lincoln,Louisiana,natural gas,7.5,6.4
-116.557375,48.959547,54249,Smith Falls Hydro Project,"Smith Creek Hydro, LLC",Bonners Ferry,Boundary,Idaho,hydroelectric,38.1,20.1
-75.05283,40.013993,54250,Newman (PA),Newman & Co Inc,Philadelphia,Philadelphia,Pennsylvania,natural gas,1.8,1.8
-121.298812,44.49004,54251,Opal Springs Hydro,Deschutes Valley Water District,Culver,Jefferson,Oregon,hydroelectric,4.3,3.3
-123.011188,38.722141,54261,Warm Springs Hydro Project,Sonoma County Water Agency,Geyserville,Sonoma,California,hydroelectric,2.7,1.2
-92.479815,44.09785,54262,Saint Marys Hospital Power Plant,St Mary's Hospital,Rochester,Olmsted,Minnesota,other,16,15.8
-81.530642,41.073336,54265,Akron Recycle Energy Plant,Akron Energy Systems LLC,Akron,Summit,Ohio,natural gas,4,4
-121.723294,48.680178,54267,Koma Kulshan Associates,Koma Kulshan Associates,Concrete,Whatcom,Washington,hydroelectric,12,12.4
-122.56,48.4708,54268,March Point Cogeneration,March Point Cogeneration Co,Anacortes,Skagit,Washington,natural gas,139.8,120
-115.0117,36.0417,54271,Saguaro Power,Saguaro Power Co,Henderson,Clark,Nevada,natural gas,127.2,101
-79.0617,35.9069,54276,Univ of NC Chapel Hill Cogen Facility,University of North Carolina,Chapel Hill,Orange,North Carolina,coal,32,32.3
-81.407856,31.741629,54281,Interstate Paper LLC Riceboro,Interstate Paper LLC,Riceboro,Liberty,Georgia,other,14.5,14.5
-94.392858,35.484488,54283,Lee Creek Water Treatment Facility,Fort Smith City of,Van Buren,Crawford,Arkansas,hydroelectric,1.3,1.3
-92.867743,44.760249,54285,Hastings City Hydroelectric,Hastings Lock & Dam,Hastings,Dakota,Minnesota,hydroelectric,4.4,4
-84.3889,33.7533,54290,Inforum,"DCII-250 Williams Street NW, LLC",Atlanta,Fulton,Georgia,other,1.3,1.3
-93.1139,44.8256,54294,West Group Data Center,Thomson Corp,Eagan,Dakota,Minnesota,other,8,2.4
-118.013105,33.906953,54296,Biola University Hybrid,Biola University,La Mirada,Los Angeles,California,natural gas,1.3,1.3
-118.3417,35.0583,54298,Coram Energy LLC (ECT),Brookfield Renewable Trading and Marketing LP,Tehachapi,Kern,California,wind,7.5,7.5
-118.3417,35.075,54299,Coram Energy LLC,Brookfield Renewable Trading and Marketing LP,Tehachapi,Kern,California,wind,3,3
-118.3083,35.0583,54300,CTV Power Purchase Contract Trust,Brookfield Renewable Trading and Marketing LP,Tehachapi,Kern,California,wind,4.6,4.6
-73.0194,41.988611,54302,Goodwin Hydroelectric,Metropolitan Dist of Hartford,W. Hartland,Hartford,Connecticut,hydroelectric,3.2,3.2
-166.55288,53.858508,54305,Westward Seafoods,Westward Seafoods Inc,Dutch Harbor,Aleutians West,Alaska,other,6.6,6.6
-114.174722,42.628889,54306,Wilson Lake Hydroelectric Project,Hazelton/Wilson Joint Venture,Eden,Jerome,Idaho,hydroelectric,8.4,8.4
-123.523145,40.199822,54308,Three Forks Water Power Project,Grizzly Mountain Ranch,Zenia,Trinity,California,hydroelectric,1.3,1.2
-77.9905,33.9397,54316,Archer Daniels Midland Southport,Archer Daniels Midland Co,Southport,Brunswick,North Carolina,natural gas,52.5,45
-109.7542,41.5933,54318,General Chemical,Tata Chemicals Partners,Green River,Sweetwater,Wyoming,coal,30,30
-94.2142,29.9728,54321,Goodyear Beaumont Chemical Plant,Goodyear Tire & Rubber Co,Beaumont,Jefferson,Texas,natural gas,34.8,29
-81.99252,33.487881,54322,Sibley Mill,Augusta Canal Authority,Augusta,Richmond,Georgia,hydroelectric,2.1,2.1
-84.395,33.759167,54323,CNN Center,Turner Properties Inc,Atlanta,Fulton,Georgia,other,13,12.8
-71.6701,42.0099,54324,Ocean State Power II,Ocean State Power II,Harrisville,Providence,Rhode Island,natural gas,254.2,218.6
-95.638249,29.726017,54330,Westhollow Technology Center,Shell Chemical LP,Houston,Harris,Texas,natural gas,3.7,3.7
-76.878843,40.955015,54333,Bucknell University,Bucknell University,Lewisburg,Union,Pennsylvania,natural gas,5.9,5.3
-81.7756,40.9692,54335,Morton Salt Rittman,Morton Salt Inc,Rittman,Wayne,Ohio,natural gas,2.5,2.5
-97.867012,26.269683,54338,Rio Grande Valley Sugar Growers,"Rio Grande Valley Sugar Growers, Inc.",Santa Rosa,Hidalgo,Texas,other,24.9,18.9
-83.5189,45.1025,54340,Norway Point Hydropower Project,Thunder Bay Power Co LLC,Alpena,Alpena,Michigan,hydroelectric,4,4
-83.5025,45.0933,54341,Four Mile Hydropower Project,Thunder Bay Power Co LLC,Alpena,Alpena,Michigan,hydroelectric,2,2
-83.4381,45.0717,54342,Ninth Street Hydropower Project,Thunder Bay Power Co LLC,Alpena,Alpena,Michigan,hydroelectric,1.2,1.2
-119.0069,36.4156,54343,Terminus Hydroelectric Project,"Eagle Creek Renewable Energy, LLC",Lemon Cove,Tulare,California,hydroelectric,20.1,20
-82.4389,27.9389,54347,Howard F Curren Advncd Wastewater Plant,Tampa Wastewater Department,Tampa,Hillsborough,Florida,other,2.5,2.5
-114.8783,36.2253,54349,Nevada Cogen Associates 2 Black Mountain,Nevada Cogeneration Assoc # 2,Las Vegas,Clark,Nevada,natural gas,96.3,93.1
-114.920686,36.343229,54350,Nevada Cogen Assoc#1 GarnetVly,Nevada Cogeneration Assoc # 1,Las Vegas,Clark,Nevada,natural gas,94.8,85.5
-73.1875,44.49,54355,Chace Mill Winooski One,City of Burlington Electric - (VT),Winooski,Chittenden,Vermont,hydroelectric,7.5,7.5
-81.953078,33.328259,54358,Graphic Packaging International Augusta Mill,Graphic Packaging International - Augusta,Augusta,Richmond,Georgia,other,84.7,79.3
-88.901629,39.77896,54360,Fuyao Glass Illinois Inc.,"Fuyao Glass Illinois, Inc",Decatur,Macon,Illinois,other,4.7,4.7
-81.6292,35.3264,54363,"Shelby, NC","Electric Glass Fiber America, LLC.",Shelby,Cleveland,North Carolina,other,4.2,2.8
-98.553539,34.003489,54364,Works 4,Vitro Architectural Glass,Wichita Falls,Wichita,Texas,other,4.9,4.9
-81.825061,27.87082,54365,Orange Cogeneration Facility,Northern Star Generation Services Co LLC,Bartow,Polk,Florida,natural gas,136.6,110.6
-105.269204,40.00759,54372,University of Colorado,University of Colorado,Boulder,Boulder,Colorado,natural gas,33,31
-107.10972,41.77952,54374,Sinclair Oil Refinery,Sinclair Oil Corp,Sinclair,Carbon,Wyoming,natural gas,6.7,6.7
-71.7483,43.1897,54384,EHC West Hopkinton,Green Mountain Power Corp,West Hopkinton,Merrimack,New Hampshire,hydroelectric,1,1
-73.0856,41.3686,54385,Kinneytown New Old,Hydroland Omega LLC,Seymour,New Haven,Connecticut,hydroelectric,2.3,2.2
-114.025597,43.425228,54386,Little Wood Hydro Project,Littlewood Irrigation District,Carey,Blaine,Idaho,hydroelectric,2.8,2.4
-121.6483,47.43348,54387,Weeks Falls,"Eagle Creek Renewable Energy, LLC",North Bend,King,Washington,hydroelectric,4.3,4.2
-73.464752,44.519153,54391,Alice Falls Hydro Project,"Alice Falls Hydro, LLC",Keeseville,Clinton,New York,hydroelectric,2.1,2.2
-112.719439,44.027444,54394,Dry Creek Project,Dry Creek LLC,Howe,Butte,Idaho,hydroelectric,3.6,2.2
-73.654393,42.937465,54395,Stillwater Hydro Electric Project,"GR Catalyst One, LLC",Stillwater,Saratoga,New York,hydroelectric,3.4,3.4
-89.377261,43.078512,54406,Capitol Heat and Power,State of Wisconsin,Madison,Dane,Wisconsin,other,2,2
-88.7297,43.6233,54407,Waupun Correctional Central Heating Plt,State of Wisconsin,Waupun,Dodge,Wisconsin,other,4.3,4.3
-89.4006,43.07,54408,UW Madison Charter Street Plant,State of Wisconsin,Madison,Dane,Wisconsin,natural gas,11,11
-72.286735,43.701916,54409,Dartmouth College Heating Plant,Dartmouth College,Hanover,Grafton,New Hampshire,other,7,7
-119.012861,35.440539,54410,Western Power & Steam Inc,Western Power and Steam II LLC,Bakersfield,Kern,California,natural gas,27.7,19.6
-90.6926,42.5734,54414,John Deere Dubuque Works,John Deere Dubuque Works,Dubuque,Dubuque,Iowa,other,9,8.4
-85.435224,44.26169,54415,Cadillac Renewable Energy,Cadillac Renewable Energy LLC,Cadillac,Wexford,Michigan,other,44,38
-70.817222,43.236111,54418,Rollinsford,Green Mountain Power Corp,Rollinsford,Strafford,New Hampshire,hydroelectric,1.4,1.4
-166.5532,53.8796,54422,Unisea G 2,Unisea Inc,Dutch Harbor,Aleutians West,Alaska,other,17.5,15.5
-81.8775,27.8489,54426,Mulberry Cogeneration Facility,Northern Star Generation Services Co LLC,Bartow,Polk,Florida,natural gas,125.3,115
-89.8575,30.7811,54427,Gaylord Container Bogalusa,Temple-Inland Corp,Bogalusa,Washington,Louisiana,other,99.5,91.8
-87.4889,31.5825,54429,Alabama Pine Pulp,Alabama River Cellulose LLC,Perdue Hill,Monroe,Alabama,other,69,68.7
-119.6617,35.354444,54447,Welport Lease Project,"Sentinel Peak Resources California, LLC",McKittrick,Kern,California,natural gas,5,4
-119.583056,35.220833,54449,Dome Project,"Sentinel Peak Resources California, LLC",Fellows,Kern,California,natural gas,6,5
-118.2867,33.7686,54451,Los Angeles Refinery Wilmington,Phillips 66 - Los Angeles,Wilmington,Los Angeles,California,other,68.5,51.1
-151.3784,60.6732,54452,Agrium Kenai Nitrogen Operations,Agrium US Inc,Kenai,Kenai Peninsula,Alaska,natural gas,12.5,12.5
-121.8333,38.1167,54453,EDF Renewable Windfarm V Inc,"EDF Renewable Asset Holdings, Inc.",Birds Landing,Solano,California,wind,15.5,15.5
-116.573906,33.918395,54454,San Gorgonio Windplant WPP1993,"FPL Energy Operating Services, Inc.",North Palm Springs,Riverside,California,wind,49.5,49.5
-84.2677,34.0864,54457,Hewlett Packard Enterprise,Hewlett-Packard Company,Alpharetta,Fulton,Georgia,other,8,7.8
-81.982732,33.477027,54462,Graniteville Enterprise Division,Augusta Canal Authority,Augusta,Richmond,Georgia,hydroelectric,1.2,1
-83.6281,32.7714,54464,Riverwood International Macon Mill,Riverwood Intl USA Inc,Macon,Bibb,Georgia,other,73.4,76.4
-81.412343,28.442623,54466,Orlando Cogen LP,Orlando CoGen Ltd LP,Orlando,Orange,Florida,natural gas,122.4,120
-72.317162,43.633373,54471,Mascoma Hydro,Green Mountain Power Corp,W. Lebanon,Grafton,New Hampshire,hydroelectric,1.5,1.5
-109.1328,41.5417,54472,Simplot Phosphates,Simplot Phosphates LLC,Rock Springs,Sweetwater,Wyoming,other,11.5,11.5
-122.2733,48.9905,54476,Sumas Power Plant,Puget Sound Energy Inc,Sumas,Whatcom,Washington,natural gas,125.5,125.5
-121.5628,39.492,54477,Oroville Cogeneration LP,Oroville Cogeneration LP,Oroville,Butte,California,natural gas,7.7,7.7
-90.0018,29.9468,54512,Domino Sugar Arabi Plant,American Sugar Refining Inc.,Arabi,St Bernard,Louisiana,natural gas,14,7.7
-88.28,41.7697,54513,WestRock (IL),WestRock (IL),Aurora,Kane,Illinois,natural gas,2.9,2.9
-114.822603,42.69984,54514,Blind Canyon Hydro,"Blind Canyon Aquaranch, Inc.",Wendell,Gooding,Idaho,hydroelectric,1.3,1.3
-71.87268,42.971653,54515,Crotched Mountain Rehabilitation Center,Crotched Mt Rehab Ctr Inc,Greenfield,Hillsborough,New Hampshire,other,2.1,2.1
-120.317777,37.966389,54517,Sierra Pacific Sonora,Sierra Pacific Industries Inc,Standard,Tuolumne,California,other,7.5,6
-91.1872,30.4992,54518,Formosa Plastics,Formosa Plastics Corp,Baton Rouge,East Baton Rouge,Louisiana,natural gas,100.8,82
-97.14209,32.775093,54520,Village Creek Water Reclamation Facility,Ft Worth City of,Arlington,Tarrant,Texas,natural gas,12.4,10.2
-88.302222,41.998889,54523,Hoffer Plastics,Hoffer Plastics,South Elgin,Kane,Illinois,natural gas,7.2,7.2
-116.244193,43.904085,54524,Horseshoe Bend Hydroelectric Co,Horseshoe Bend Hydroelectric Co,Horseshoe Bend,Boise,Idaho,hydroelectric,9.4,9.4
-87.8681,41.1128,54525,Kankakee Hydro Facility,Kankakee City of,Kankakee,Kankakee,Illinois,hydroelectric,1.2,1.2
-95.179787,44.796405,54533,Southern Minnesota Beet Sugar,Southern Minnesota Beet Sugar,Renville,Renville,Minnesota,coal,7.5,7.5
-83.498845,42.105669,54536,Sumpter Energy Associates,LES Project Holdings LLC,Belleville,Wayne,Michigan,other,11.2,11.2
-122.685114,48.828996,54537,Ferndale Generating Station,Puget Sound Energy Inc,Ferndale,Whatcom,Washington,natural gas,285.5,270
-82.819871,34.339588,54538,Hartwell Energy Facility,Oglethorpe Power Corporation,Hartwell,Hart,Georgia,natural gas,360,298.1
-83.9764,42.985,54539,Venice Resources Gas Recovery,WM Renewable Energy LLC,Lennon,Shiawassee,Michigan,other,1.6,1.6
-88.413,42.2891,54540,Charter Dura-Bar,Wells Manufacturing Co,Woodstock,McHenry,Illinois,natural gas,6,5.4
-76.4511,43.495,54547,Sithe Independence Station,Sithe/Independence LLC,Oswego,Oswego,New York,natural gas,1086.1,971
-75.624677,43.980806,54548,Longfalls Facility,"Ampersand Long Falls Hydro, LLC",West Carthage,Jefferson,New York,hydroelectric,3.3,3
-84.52367,42.772888,54549,Wood Road,EDL Inc,Lansing,Clinton,Michigan,other,8,8
-88.18241,30.43203,54550,W&T Onshore Treating Facility (OTF),W&T Offshore Inc,Theodore,Mobile,Alabama,natural gas,12,11.1
-120.0008,38.3914,54554,Spicer Meadow Project,Northern California Power Agny,Murphys,Tuolumne,California,hydroelectric,5.9,5.5
-120.380497,38.144636,54555,Collierville Powerhouse,Northern California Power Agny,Murphys,Calaveras,California,hydroelectric,253,253
-87.8233,41.7775,54556,Ingredion Incorporated,Ingredion Inc - Illinois,Bedford Park,Cook,Illinois,coal,54.6,51
